chr1	3315863	3317326	blue
chr1	3531522	3532739	blue
chr1	2581846	2582790	blue
chr1	1775337	1776041	blue
chr1	3619226	3619846	blue
chr1	2774302	2774772	blue
chr1	884932	885984	blue
chr1	2305757	2305894	blue
chr1	4932172	4932900	blue
chr1	4342312	4343097	blue
chr1	692761	693174	blue
chr1	4220605	4221600	blue
chr1	88499		89182		blue
chr1	4951708	4952532	blue
chr1	576229	577443	blue
chr1	5114189	5115184	blue
chr1	4743406	4744881	blue
chr1	2250959	2252611	blue
chr1	337851	338564	blue
chr1	2783784	2784557	blue
chr1	2730553	2731209	blue
chr1	2818901	2819017	blue
chr1	3306250	3306891	blue
chr1	5109450	5110136	blue
chr1	2389908	2390252	blue
chr1	2828323	2828442	blue
chr1	2500333	2500578	blue
chr1	3717167	3717937	blue
chr1	103512	103679	blue
chr1	113579		115072		blue
chr1	1956406	1958142	blue
chr1	1630840	1632150	blue
chr1	3100057	3101505	blue
chr1	17494		18531		blue
chr1	2963772	2964191	blue
chr1	1455489	1457012	blue
chr1	4999146	5000147	blue
chr1	460131	460601	blue
chr1	2508914	2509366	blue
chr1	1785639	1785950	blue
chr1	4212125	4212316	blue
chr1	1318558	1318863	blue
chr1	2885641	2886792	blue
chr1	5322364	5323530	blue
chr1	3573224	3574396	blue
chr1	2389396	2389536	blue
chr1	3849158	3849793	blue
chr1	3746046	3747335	blue
chr1	2252703	2252969	blue
chr1	4074706	4076178	blue
chr1	2882132	2882263	blue
chr1	332987	334507	blue
chr1	452708	453775	blue
chr1	5110133	5110315	blue
chr1	4835717	4836067	blue
chr1	4487506	4487622	blue
chr1	588794	590395	blue
chr1	4577827	4578075	blue
chr1	2305986	2306483	blue
chr1	4810420	4810686	blue
chr1	3844091	3844720	blue
chr1	2150675	2152060	blue
chr1	3994760	3997195	blue
chr1	1222089	1222223	blue
chr1	1177240	1178148	blue
chr1	1871292	1872191	blue
chr1	235370	236320	blue
chr1	3635074	3635238	blue
chr1	4725782	4726063	blue
chr1	792084	792200	blue
chr1	37654		38232		blue
chr1	2887381	2887950	blue
chr1	3692516	3693382	blue
chr1	5387306	5387641	blue
chr1	1009689	1010372	blue
chr1	1609245	1609631	blue
chr1	2703894	2704382	blue
chr1	4413478	4413870	blue
chr1	521107		522210	blue
chr1	2544595	2544873	blue
chr1	2686027	2686737	blue
chr1	4824149	4825600	blue
chr1	67484		68569		blue
chr1	3622175	3622969	blue
chr1	3423759	3426401	blue
chr1	833415	833807	blue
chr1	5319369	5319695	blue
chr1	1219362	1220036	blue
chr1	4667605	4668801	blue
chr1	4936514	4937650	blue
chr1	5240665	5241948	blue
chr1	284532	286391	blue
chr1	2456382	2458667	blue
chr1	5012601	5014130	blue
chr1	886607	887245	blue
chr1	4914136	4914318	blue
chr1	4013509	4014534	blue
chr1	106552	106740	blue
chr1	4609036	4609527	blue
chr1	4710277	4711035	blue
chr1	134257	135231	blue
chr1	1769531	1770565	blue
chr1	899776	900762	blue
chr1	4383707	4383904	blue
chr1	627788	628867	blue
chr1	2594012	2594965	blue
chr1	2898555	2899604	blue
chr1	491022	491396	blue
chr1	269568	269717	blue
chr1	3509966	3510922	blue
chr1	89248		89910		blue
chr1	470806	471297	blue
chr1	2777901	2778398	blue
chr1	1224014	1224190	blue
chr1	1440512	1441702	blue
chr1	2783453	2783698	blue
chr1	4264828	4265733	blue
chr1	3360691	3361137	blue
chr1	3078907	3080709	blue
chr1	3974622	3978509	blue
chr1	3345671	3347032	blue
chr1	5215693	5216628	blue
chr1	3510923	3511690	blue
chr1	2909214	2910287	blue
chr1	1618060	1619427	blue

