chr1	4046464	4046715	green
chr1	1273204	1274253	green
chr1	375620	375805	green
chr1	842589	843674	green
chr1	4847930	4848868	green
chr1	3941166	3942671	green
chr1	1881303	1882127	green
chr1	2320112	2320264	green
chr1	5305118	5305318	green
chr1	4483410	4484126	green
chr1	3461724	3462419	green
chr1	3476587	3477030	green
chr1	5245650	5246420	green
chr1	510842	511606	green
chr1	22611	22835	green
chr1	3524666	3524797	green
chr1	5344051	5344605	green
chr1	5308393	5308533	green
chr1	2195497	2196120	green
chr1	4118151	4118369	green
chr1	5081324	5082109	green
chr1	4518638	4520170	green
chr1	5074715	5075737	green
chr1	243727	244536	green
chr1	5282265	5282750	green
chr1	4001694	4003370	green
chr1	750234	751913	green
chr1	1928240	1928749	green
chr1	546704	547597	green
chr1	428700	428870	green
chr1	3966331	3967050	green
chr1	2636637	2638091	green
chr1	1122448	1124205	green
chr1	5369965	5370621	green
chr1	65026	66135	green
chr1	5104499	5105575	green
chr1	4313426	4314811	green
chr1	2141234	2141680	green
chr1	1132084	1133685	green

